fund_name,ticker,date,security_name,CUSIP,price,quantity,clean_mkt_value,dirty_mkt_value,ptf_weight
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Ford Motor Credit Company Llc 3.81% 09-jan-2024,345397YG,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Ford Motor Credit Company Llc 3.815% 02-nov-2027,345397YT,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Ford Motor Credit Company Llc 4.134% 04-aug-2025,345397XL,NA,200000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Ford Motor Credit Company Llc 4.687% 09-jun-2025,345397ZJ,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Fox Corporation 4.03% 25-jan-2024,35137LAB,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Fox Corporation 4.709% 25-jan-2029,35137LAC,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Fox Corporation 5.576% 25-jan-2049,35137LAE,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Ge Capital International Funding Co. 3.373% 15-nov-2025,36164Q6M,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Ge Capital International Funding Co. 4.418% 15-nov-2035,36164QNA,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,General Dynamics Corporation 3.375% 15-may-2023,369550BD,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,General Dynamics Corporation 3.75% 15-may-2028,369550BC,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,"General Mills, Inc. 4.2% 17-apr-2028",370334CG,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,General Motors Company 5.4% 01-apr-2048,37045VAQ,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,General Motors Company 5.95% 01-apr-2049,37045VAT,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,General Motors Company 6.6% 01-apr-2036,37045VAK,NA,45000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,General Motors Company 6.75% 01-apr-2046,37045VAL,NA,105000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,"General Motors Financial Co., Inc. 3.5% 07-nov-2024",37045XCD,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,"General Motors Financial Co., Inc. 3.55% 09-apr-2021",37045XCJ,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,"General Motors Financial Co., Inc. 3.7% 09-may-2023",37045XBK,NA,250000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,"General Motors Financial Co., Inc. 4.0% 06-oct-2026",37045XBQ,NA,625000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,"General Motors Financial Co., Inc. 4.0% 15-jan-2025",37045XAS,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,"General Motors Financial Co., Inc. 4.3% 13-jul-2025",37045XAZ,NA,200000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,"Gilead Sciences, Inc. 2.95% 01-mar-2027",375558BM,NA,90000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,"Gilead Sciences, Inc. 4.15% 01-mar-2047",375558BK,NA,320000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Glaxosmithkline Capital Plc 2.875% 01-jun-2022,377373AJ,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Glaxosmithkline Capital Plc 3.0% 01-jun-2024,377373AG,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,"Glaxosmithkline Capital, Inc. 3.375% 15-may-2023",377372AL,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,"Glaxosmithkline Capital, Inc. 3.875% 15-may-2028",377372AN,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Glencore Finance (canada) Ltd. 4.95% 15-nov-2021,98417EAK,108.8519974,400000,435408,441128,2.013481686
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Glencore Funding Llc 4.0% 16-apr-2025,378272AL,NA,205000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Glencore Funding Llc 4.125% 12-mar-2024,378272AT,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Glencore Funding Llc 4.625% 29-apr-2024,378272AH,104.7900009,150000,157184.99,159497.49,0.728009274
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,"Goldman Sachs Group, Inc. 2.3% 13-dec-2019",38145GAJ,NA,200000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,"Goldman Sachs Group, Inc. 2.55% 23-oct-2019",38148FAB,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,"Goldman Sachs Group, Inc. 2.905% 24-jul-2023",38141GWM,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,"Goldman Sachs Group, Inc. 2.908% 05-jun-2023",38141GWJ,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,"Goldman Sachs Group, Inc. 3.2% 23-feb-2023",38141GWT,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,"Goldman Sachs Group, Inc. 3.5% 16-nov-2026",38145GAH,NA,575000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,"Goldman Sachs Group, Inc. 3.691% 05-jun-2028",38141GWL,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,"Goldman Sachs Group, Inc. 3.75% 22-may-2025",38148LAE,NA,188000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,"Goldman Sachs Group, Inc. 3.814% 23-apr-2029",38141GWV,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,"Goldman Sachs Group, Inc. 4.223% 01-may-2029",38141GWZ,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,"Goldman Sachs Group, Inc. 4.411% 23-apr-2039",38141GXA,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,"Goldman Sachs Group, Inc. Frn 15-may-2026",38141GXD,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,"Goldman Sachs Group, Inc. Frn 15-nov-2021",38145GAF,NA,625000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,"Goldman Sachs Group, Inc. Frn 29-nov-2023",38141EB8,103.8499985,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Government Of Mexico 4.15% 28-mar-2027,91087BAC,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Government Of Mexico 4.35% 15-jan-2047,91087BAB,NA,300000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Government Of Mexico 4.6% 10-feb-2048,91087BAD,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Government Of Portugal 5.125% 15-oct-2024,X6694NAW,103.5599976,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Government Of Qatar 4.0% 14-mar-2029,74727PBA,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Government Of Qatar 4.5% 23-apr-2028,74727PAX,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Government Of Qatar 4.817% 14-mar-2049,74727PBB,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Government Of Qatar 5.103% 23-apr-2048,74727PAY,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Government Of Saudi Arabia 2.875% 04-mar-2023,80413TAD,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Government Of Saudi Arabia 3.25% 26-oct-2026,80413TAB,NA,950000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Government Of Saudi Arabia 3.625% 04-mar-2028,80413TAE,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Government Of Saudi Arabia 4.0% 17-apr-2025,80413TAG,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Government Of Saudi Arabia 4.375% 16-apr-2029,80413TAK,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Government Of Saudi Arabia 4.625% 04-oct-2047,80413TAF,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Government Of Saudi Arabia 5.0% 17-apr-2049,80413TAJ,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Government Of The United States Of America 0.0% 04-oct-2018,912796QB,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Government Of The United States Of America 0.0% 16-feb-2017,912796KH,NA,2500000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Government Of The United States Of America 0.0% 27-apr-2017,912796JP,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Government Of The United States Of America 0.375% 15-jan-2027,912828V4,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Government Of The United States Of America 0.375% 15-jul-2027,9128282L,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Government Of The United States Of America 0.625% 15-apr-2023,9128284H,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Government Of The United States Of America 0.625% 15-jan-2026,912828N7,NA,1780153,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Government Of The United States Of America 1.125% 31-jan-2019,912828V5,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Government Of The United States Of America 1.625% 31-aug-2019,912828D8,99.98400116,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Government Of The United States Of America 1.875% 30-sep-2022,9128282W,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Government Of The United States Of America 1.875% 31-dec-2019,9128283N,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Government Of The United States Of America 1.875% 31-mar-2022,912828W8,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Government Of The United States Of America 2.0% 15-nov-2026,912828U2,NA,2050000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Government Of The United States Of America 2.0% 31-dec-2021,912828U8,NA,1005000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Government Of The United States Of America 2.125% 31-dec-2022,912828N3,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Government Of The United States Of America 2.25% 15-aug-2027,9128282R,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Government Of The United States Of America 2.25% 15-aug-2046,912810RT,NA,1111000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Government Of The United States Of America 2.25% 15-feb-2027,912828V9,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Government Of The United States Of America 2.25% 15-nov-2027,9128283F,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Government Of The United States Of America 2.375% 29-feb-2024,9128286G,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Government Of The United States Of America 2.5% 15-feb-2022,9128286C,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Government Of The United States Of America 2.5% 15-jan-2022,9128285V,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Government Of The United States Of America 2.5% 30-jun-2020,912828XY,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Government Of The United States Of America 2.5% 31-jan-2024,9128285Z,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Government Of The United States Of America 2.5% 31-mar-2023,9128284D,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Government Of The United States Of America 2.625% 15-feb-2029,9128286B,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Government Of The United States Of America 2.625% 15-jun-2021,9128284T,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Government Of The United States Of America 2.625% 15-may-2021,9128284P,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Government Of The United States Of America 2.625% 30-jun-2023,9128284U,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Government Of The United States Of America 2.625% 31-dec-2023,9128285U,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Government Of The United States Of America 2.625% 31-dec-2025,9128285T,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Government Of The United States Of America 2.75% 15-aug-2047,912810RY,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Government Of The United States Of America 2.75% 15-feb-2028,9128283W,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Government Of The United States Of America 2.75% 15-nov-2047,912810RZ,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Government Of The United States Of America 2.75% 15-sep-2021,9128285A,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Government Of The United States Of America 2.75% 30-apr-2023,9128284L,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Government Of The United States Of America 2.75% 30-jun-2025,912828XZ,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Government Of The United States Of America 2.75% 31-aug-2023,9128284X,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Government Of The United States Of America 2.875% 15-aug-2028,9128284V,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Government Of The United States Of America 2.875% 15-may-2028,9128284N,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Government Of The United States Of America 2.875% 15-nov-2046,912810RU,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Government Of The United States Of America 2.875% 30-nov-2023,9128285P,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Government Of The United States Of America 2.875% 30-sep-2023,9128285D,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Government Of The United States Of America 3.0% 15-aug-2048,912810SD,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Government Of The United States Of America 3.0% 15-feb-2048,912810SA,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Government Of The United States Of America 3.0% 15-may-2047,912810RX,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Government Of The United States Of America 3.0% 30-sep-2025,9128285C,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Government Of The United States Of America 3.125% 15-may-2048,912810SC,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Government Of The United States Of America 3.125% 15-nov-2028,9128285M,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Government Of The United States Of America 3.375% 15-nov-2048,912810SE,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Government Of Trinidad & Tobago 4.5% 04-aug-2026,896292AJ,NA,200000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Great Plains Energy Incorporated 3.9% 01-apr-2027,391164AJ,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Great Plains Energy Incorporated 4.85% 01-apr-2047,391164AK,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Gulf Power Company 3.3% 30-may-2027,402479CF,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Halliburton Company 3.8% 15-nov-2025,406216BG,NA,385000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Halliburton Company 5.0% 15-nov-2045,406216BK,NA,560000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Harris Corporation 5.054% 27-apr-2045,413875AT,NA,50000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,"Hca, Inc. 4.5% 15-feb-2027",404119BU,NA,325000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,"Hca, Inc. 4.75% 01-may-2023",404121AF,100.875,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,"Hca, Inc. 5.0% 15-mar-2024",404119BN,101.875,100000,101874.9999,104125,0.475267452
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Hertz Vehicle Financing Ii Lp 2.95% 25-mar-2022,42806DAU,NA,350000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Hertz Vehicle Financing Ii Lp Series 2017-2 3.29% 25-oct-2023,42806DBG,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,High Street Funding Trust I 4.111% 15-feb-2028,42981CAA,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,"Home Depot, Inc. 1.8% 05-jun-2020",437076BQ,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,"Home Depot, Inc. 2.125% 15-sep-2026",437076BN,NA,100000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,"Home Depot, Inc. 2.8% 14-sep-2027",437076BT,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,"Home Depot, Inc. 3.9% 06-dec-2028",437076BW,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,"Home Depot, Inc. 3.9% 15-jun-2047",437076BS,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,"Home Depot, Inc. 4.25% 01-apr-2046",437076BH,NA,275000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,"Home Depot, Inc. 4.5% 06-dec-2048",437076BX,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Honeywell International Inc. 1.85% 01-nov-2021,438516BM,NA,935000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Honeywell International Inc. 2.5% 01-nov-2026,438516BL,NA,100000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Hospitality Properties Trust 3.95% 15-jan-2028,44106MAX,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Hospitality Properties Trust 6.7% 15-jan-2018,44106MAN,112.2030029,400000,448812.0046,452087.56,2.063505428
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Host Hotels & Resorts Lp 4.5% 01-feb-2026,44107TAW,NA,40000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Hsbc Holdings Plc 2.65% 05-jan-2022,404280BF,NA,900000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Hsbc Holdings Plc 3.033% 22-nov-2023,404280BM,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Hsbc Holdings Plc 3.803% 11-mar-2025,404280BZ,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Hsbc Holdings Plc 3.95% 18-may-2024,404280BS,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Hsbc Holdings Plc 4.041% 13-mar-2028,404280BK,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Hsbc Holdings Plc 4.583% 19-jun-2029,404280BT,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Hsbc Holdings Plc Frn 18-may-2024,404280BR,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Humana Inc. 2.5% 15-dec-2020,444859BH,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Humana Inc. 3.95% 15-mar-2027,444859BF,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Humana Inc. 4.8% 15-mar-2047,444859BG,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,"Hyundai Capital America, Inc. 2.55% 03-apr-2020",44891AAL,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,"Hyundai Capital America, Inc. 3.25% 20-sep-2022",44891AAR,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Iberdrola Finance Ireland Dac 5.0% 11-sep-2019,45074GAB,111.6419983,150000,167462.995,170962.995,0.780342348
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Illinois St 5.1% 01-jun-2033,452151LF,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Indiana Michigan Power Company 3.75% 01-jul-2047,454889AR,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,International Flavors & Fragrances Inc. 5.0% 26-sep-2048,459506AL,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Interstate Power And Light Company 3.25% 01-dec-2024,461070AL,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Interstate Power And Light Company 4.1% 26-sep-2028,461070AP,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Intesa Sanpaolo S.p.a. 3.125% 14-jul-2022,46115HAZ,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Intesa Sanpaolo S.p.a. 3.875% 12-jan-2028,46115HBD,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Intesa Sanpaolo S.p.a. 3.875% 14-jul-2027,46115HBB,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Intesa Sanpaolo S.p.a. 5.017% 26-jun-2024,46115HAT,100.935997,430000,434024.7784,437800.071,1.998291709
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Intesa Sanpaolo S.p.a. 5.71% 15-jan-2026,46115HAW,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,"Ipalco Enterprises, Inc. 3.7% 01-sep-2024",462613AL,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,"Ipalco Enterprises, Inc. 3.7% 01-sep-2024",462613AM,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Jersey Central Power & Light Company 4.3% 15-jan-2026,476556DC,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Johnson & Johnson 1.125% 01-mar-2019,478160BR,NA,750000,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Johnson & Johnson 2.45% 01-mar-2026,478160BY,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Johnson & Johnson 2.625% 15-jan-2025,478160CJ,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Johnson & Johnson 2.9% 15-jan-2028,478160CK,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Johnson & Johnson 3.5% 15-jan-2048,478160CM,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Jpmorgan Chase & Co. 2.25% 23-jan-2020,46625HKA,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Jpmorgan Chase & Co. 3.509% 23-jan-2029,46647PAM,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Jpmorgan Chase & Co. 3.54% 01-may-2028,46647PAF,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Jpmorgan Chase & Co. 3.559% 23-apr-2024,46647PAP,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Jpmorgan Chase & Co. 3.782% 01-feb-2028,46625HRY,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Jpmorgan Chase & Co. 3.797% 23-jul-2024,46647PAU,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Jpmorgan Chase & Co. 4.005% 23-apr-2029,46647PAR,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Jpmorgan Chase & Co. 4.203% 23-jul-2029,46647PAV,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Jpmorgan Chase & Co. Frn 10-jan-2025,48129AAA,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Kansas City Power & Light Company 4.2% 15-jun-2047,485134BQ,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Kansas City Power & Light Company 4.2% 15-mar-2048,485134BR,NA,NA,NA,NA,0
American Funds Corporate Bond Fund,BFCCX,29-Aug-14,Kansas City Power & Light Company 5.3% 01-oct-2041,485134BM,115.0009995,NA,NA,NA,0
